Code,Country,Type,Variable,Year,Value
CAN,Canada,Beef and veal,Direct GHG emission,2000,20.362
CAN,Canada,Beef and veal,Direct GHG emission,2001,21.067
CAN,Canada,Beef and veal,Direct GHG emission,2002,21.321
CAN,Canada,Beef and veal,Direct GHG emission,2003,20.871
CAN,Canada,Beef and veal,Direct GHG emission,2004,22.722
CAN,Canada,Beef and veal,Direct GHG emission,2005,23.367
CAN,Canada,Beef and veal,Direct GHG emission,2006,22.95
CAN,Canada,Beef and veal,Direct GHG emission,2007,22.111
CAN,Canada,Beef and veal,Direct GHG emission,2008,21.493
CAN,Canada,Beef and veal,Direct GHG emission,2009,20.305
CAN,Canada,Beef and veal,Direct GHG emission,2010,19.698
CAN,Canada,Beef and veal,Direct GHG emission,2011,18.833
CAN,Canada,Beef and veal,Direct GHG emission,2012,18.971
CAN,Canada,Beef and veal,Direct GHG emission,2013,18.984
CAN,Canada,Beef and veal,Direct GHG emission,2014,18.666
CAN,Canada,Beef and veal,Direct GHG emission,2015,18.026
CAN,Canada,Beef and veal,Direct GHG emission,2016,17.975
CAN,Canada,Beef and veal,Direct GHG emission,2017,17.857
CAN,Canada,Beef and veal,Direct GHG emission,2018,17.778
CAN,Canada,Beef and veal,Direct GHG emission,2019,17.52
CAN,Canada,Beef and veal,Direct GHG emission,2020,17.957
CAN,Canada,Beef and veal,Direct GHG emission,2021,18.235
CAN,Canada,Beef and veal,Direct GHG emission,2022,18.004
CAN,Canada,Beef and veal,Direct GHG emission,2023,17.891
CAN,Canada,Beef and veal,Direct GHG emission,2024,17.853
CAN,Canada,Beef and veal,Direct GHG emission,2025,17.819
CAN,Canada,Beef and veal,Direct GHG emission,2026,17.773
CAN,Canada,Beef and veal,Direct GHG emission,2027,17.727
CAN,Canada,Beef and veal,Direct GHG emission,2028,17.703
CAN,Canada,Beef and veal,Direct GHG emission,2029,17.672
CAN,Canada,Beef and veal,Direct GHG emission,2030,17.652
CHL,Chile,Beef and veal,Production,1990,242.447
CHL,Chile,Beef and veal,Production,1991,229.795
CHL,Chile,Beef and veal,Production,1992,200.119
CHL,Chile,Beef and veal,Production,1993,224.312
CHL,Chile,Beef and veal,Production,1994,240.141
CHL,Chile,Beef and veal,Production,1995,258.046
CHL,Chile,Beef and veal,Production,1996,259.613
CHL,Chile,Beef and veal,Production,1997,262.635
CHL,Chile,Beef and veal,Production,1998,257.075
CHL,Chile,Beef and veal,Production,1999,226.875
CHL,Chile,Beef and veal,Production,2000,226.414
CHL,Chile,Beef and veal,Production,2001,218.152
CHL,Chile,Beef and veal,Production,2002,200.526
CHL,Chile,Beef and veal,Production,2003,191.783
CHL,Chile,Beef and veal,Production,2004,208.344
CHL,Chile,Beef and veal,Production,2005,215.584
CHL,Chile,Beef and veal,Production,2006,237.553
CHL,Chile,Beef and veal,Production,2007,241.675
CHL,Chile,Beef and veal,Production,2008,240.255
CHL,Chile,Beef and veal,Production,2009,209.851
CHL,Chile,Beef and veal,Production,2010,210.741
CHL,Chile,Beef and veal,Production,2011,190.987
CHL,Chile,Beef and veal,Production,2012,197.504
CHL,Chile,Beef and veal,Production,2013,206.245
CHL,Chile,Beef and veal,Production,2014,260.43
CHL,Chile,Beef and veal,Production,2015,231.634
CHL,Chile,Beef and veal,Production,2016,220.077
CHL,Chile,Beef and veal,Production,2017,207.478
CHL,Chile,Beef and veal,Production,2018,210.157
CHL,Chile,Beef and veal,Production,2019,229.664
CHL,Chile,Beef and veal,Production,2020,244.44
CHL,Chile,Beef and veal,Production,2021,251.288
CHL,Chile,Beef and veal,Production,2022,253.649
CHL,Chile,Beef and veal,Production,2023,256.292
CHL,Chile,Beef and veal,Production,2024,258.67
CHL,Chile,Beef and veal,Production,2025,260.404
CHL,Chile,Beef and veal,Production,2026,261.94
CHL,Chile,Beef and veal,Production,2027,263.905
CHL,Chile,Beef and veal,Production,2028,266.243
CHL,Chile,Beef and veal,Production,2029,268.563
CHL,Chile,Beef and veal,Production,2030,270.723
CHL,Chile,Beef and veal,Imports,1990,2.986
CHL,Chile,Beef and veal,Imports,1991,11.879
CHL,Chile,Beef and veal,Imports,1992,36.407
CHL,Chile,Beef and veal,Imports,1993,45.697
CHL,Chile,Beef and veal,Imports,1994,53.429
CHL,Chile,Beef and veal,Imports,1995,65.628
CHL,Chile,Beef and veal,Imports,1996,81.235
CHL,Chile,Beef and veal,Imports,1997,104.937
CHL,Chile,Beef and veal,Imports,1998,93.689
CHL,Chile,Beef and veal,Imports,1999,105.613
CHL,Chile,Beef and veal,Imports,2000,115.394
CHL,Chile,Beef and veal,Imports,2001,61.189
CHL,Chile,Beef and veal,Imports,2002,61.473
CHL,Chile,Beef and veal,Imports,2003,160.506
CHL,Chile,Beef and veal,Imports,2004,166.86
CHL,Chile,Beef and veal,Imports,2005,187.047
CHL,Chile,Beef and veal,Imports,2006,115.528
CHL,Chile,Beef and veal,Imports,2007,85.038
CHL,Chile,Beef and veal,Imports,2008,83.444
CHL,Chile,Beef and veal,Imports,2009,58.682
CHL,Chile,Beef and veal,Imports,2010,143.338
CHL,Chile,Beef and veal,Imports,2011,166.251
CHL,Chile,Beef and veal,Imports,2012,172.8
CHL,Chile,Beef and veal,Imports,2013,227.521
CHL,Chile,Beef and veal,Imports,2014,224.336
CHL,Chile,Beef and veal,Imports,2015,228.226
CHL,Chile,Beef and veal,Imports,2016,277.384
CHL,Chile,Beef and veal,Imports,2017,262.389
CHL,Chile,Beef and veal,Imports,2018,296.114
CHL,Chile,Beef and veal,Imports,2019,332.679
CHL,Chile,Beef and veal,Imports,2020,328.185
CHL,Chile,Beef and veal,Imports,2021,328.634
CHL,Chile,Beef and veal,Imports,2022,331.631
CHL,Chile,Beef and veal,Imports,2023,333.886
CHL,Chile,Beef and veal,Imports,2024,336.287
CHL,Chile,Beef and veal,Imports,2025,339.414
CHL,Chile,Beef and veal,Imports,2026,343.062
CHL,Chile,Beef and veal,Imports,2027,346.705
CHL,Chile,Beef and veal,Imports,2028,350.475
CHL,Chile,Beef and veal,Imports,2029,354.541
CHL,Chile,Beef and veal,Imports,2030,358.949
CHL,Chile,Beef and veal,Consumption,1990,245.329
CHL,Chile,Beef and veal,Consumption,1991,241.618
CHL,Chile,Beef and veal,Consumption,1992,236.37
CHL,Chile,Beef and veal,Consumption,1993,269.71
CHL,Chile,Beef and veal,Consumption,1994,293.038
CHL,Chile,Beef and veal,Consumption,1995,323.359
CHL,Chile,Beef and veal,Consumption,1996,340.588
CHL,Chile,Beef and veal,Consumption,1997,366.935
CHL,Chile,Beef and veal,Consumption,1998,349.254
CHL,Chile,Beef and veal,Consumption,1999,331.723
CHL,Chile,Beef and veal,Consumption,2000,341.525
CHL,Chile,Beef and veal,Consumption,2001,277.679
CHL,Chile,Beef and veal,Consumption,2002,256.755
CHL,Chile,Beef and veal,Consumption,2003,352.276
CHL,Chile,Beef and veal,Consumption,2004,375.103
CHL,Chile,Beef and veal,Consumption,2005,402.6
CHL,Chile,Beef and veal,Consumption,2006,353.061
CHL,Chile,Beef and veal,Consumption,2007,326.691
CHL,Chile,Beef and veal,Consumption,2008,323.682
CHL,Chile,Beef and veal,Consumption,2009,268.515
CHL,Chile,Beef and veal,Consumption,2010,341.193
CHL,Chile,Beef and veal,Consumption,2011,346.05
CHL,Chile,Beef and veal,Consumption,2012,363.383
CHL,Chile,Beef and veal,Consumption,2013,428.019
CHL,Chile,Beef and veal,Consumption,2014,442.951
CHL,Chile,Beef and veal,Consumption,2015,442.529
CHL,Chile,Beef and veal,Consumption,2016,482.179
CHL,Chile,Beef and veal,Consumption,2017,452.584
CHL,Chile,Beef and veal,Consumption,2018,485.33
CHL,Chile,Beef and veal,Consumption,2019,521.761
CHL,Chile,Beef and veal,Consumption,2020,524.204
CHL,Chile,Beef and veal,Consumption,2021,531.538
CHL,Chile,Beef and veal,Consumption,2022,537.142
CHL,Chile,Beef and veal,Consumption,2023,542.222
CHL,Chile,Beef and veal,Consumption,2024,547.193
CHL,Chile,Beef and veal,Consumption,2025,552.299
CHL,Chile,Beef and veal,Consumption,2026,557.764
CHL,Chile,Beef and veal,Consumption,2027,563.645
CHL,Chile,Beef and veal,Consumption,2028,570.031
CHL,Chile,Beef and veal,Consumption,2029,576.71
CHL,Chile,Beef and veal,Consumption,2030,583.588
CHL,Chile,Beef and veal,Exports,1990,0.104
CHL,Chile,Beef and veal,Exports,1991,0.056
CHL,Chile,Beef and veal,Exports,1992,0.156
CHL,Chile,Beef and veal,Exports,1993,0.299
CHL,Chile,Beef and veal,Exports,1994,0.532
CHL,Chile,Beef and veal,Exports,1995,0.315
CHL,Chile,Beef and veal,Exports,1996,0.26
CHL,Chile,Beef and veal,Exports,1997,0.637
CHL,Chile,Beef and veal,Exports,1998,0.849
CHL,Chile,Beef and veal,Exports,1999,0.764
CHL,Chile,Beef and veal,Exports,2000,0.945
CHL,Chile,Beef and veal,Exports,2001,1.662
CHL,Chile,Beef and veal,Exports,2002,5.243
CHL,Chile,Beef and veal,Exports,2003,0.012
CHL,Chile,Beef and veal,Exports,2004,0.101
CHL,Chile,Beef and veal,Exports,2005,0.031
CHL,Chile,Beef and veal,Exports,2006,0.02
CHL,Chile,Beef and veal,Exports,2007,0.021
CHL,Chile,Beef and veal,Exports,2008,0.017
CHL,Chile,Beef and veal,Exports,2009,0.018
CHL,Chile,Beef and veal,Exports,2010,12.886
CHL,Chile,Beef and veal,Exports,2011,11.189
CHL,Chile,Beef and veal,Exports,2012,6.921
CHL,Chile,Beef and veal,Exports,2013,5.748
CHL,Chile,Beef and veal,Exports,2014,41.815
CHL,Chile,Beef and veal,Exports,2015,17.331
CHL,Chile,Beef and veal,Exports,2016,15.282
CHL,Chile,Beef and veal,Exports,2017,17.283
CHL,Chile,Beef and veal,Exports,2018,20.94
CHL,Chile,Beef and veal,Exports,2019,40.582
CHL,Chile,Beef and veal,Exports,2020,48.422
CHL,Chile,Beef and veal,Exports,2021,48.384
CHL,Chile,Beef and veal,Exports,2022,48.138
CHL,Chile,Beef and veal,Exports,2023,47.956
CHL,Chile,Beef and veal,Exports,2024,47.764
CHL,Chile,Beef and veal,Exports,2025,47.519
CHL,Chile,Beef and veal,Exports,2026,47.239
CHL,Chile,Beef and veal,Exports,2027,46.965
CHL,Chile,Beef and veal,Exports,2028,46.687
CHL,Chile,Beef and veal,Exports,2029,46.394
CHL,Chile,Beef and veal,Exports,2030,46.084
CHL,Chile,Beef and veal,Producer price,1990,700811.223
CHL,Chile,Beef and veal,Producer price,1991,1061730.991
CHL,Chile,Beef and veal,Producer price,1992,1216267.344
CHL,Chile,Beef and veal,Producer price,1993,1273110.381
CHL,Chile,Beef and veal,Producer price,1994,1782052.395
CHL,Chile,Beef and veal,Producer price,1995,2132193.695
CHL,Chile,Beef and veal,Producer price,1996,1959582.096
CHL,Chile,Beef and veal,Producer price,1997,1779425.942
CHL,Chile,Beef and veal,Producer price,1998,1777005.529
CHL,Chile,Beef and veal,Producer price,1999,1719442.295
CHL,Chile,Beef and veal,Producer price,2000,1620804.859
CHL,Chile,Beef and veal,Producer price,2001,1453544.322
CHL,Chile,Beef and veal,Producer price,2002,1423124.641
CHL,Chile,Beef and veal,Producer price,2003,1435119.571
CHL,Chile,Beef and veal,Producer price,2004,1457464.499
CHL,Chile,Beef and veal,Producer price,2005,1407340.275
CHL,Chile,Beef and veal,Producer price,2006,1513058.493
CHL,Chile,Beef and veal,Producer price,2007,1611109.974
CHL,Chile,Beef and veal,Producer price,2008,2286030.615
CHL,Chile,Beef and veal,Producer price,2009,2050268.999
CHL,Chile,Beef and veal,Producer price,2010,2349380.722
CHL,Chile,Beef and veal,Producer price,2011,2763168.332
CHL,Chile,Beef and veal,Producer price,2012,2607735.892
CHL,Chile,Beef and veal,Producer price,2013,2522750.054
CHL,Chile,Beef and veal,Producer price,2014,3023674.602
CHL,Chile,Beef and veal,Producer price,2015,3178719.428
CHL,Chile,Beef and veal,Producer price,2016,3086229.006
CHL,Chile,Beef and veal,Producer price,2017,3062883.351
CHL,Chile,Beef and veal,Producer price,2018,2918137.489
CHL,Chile,Beef and veal,Producer price,2019,3258664.729
CHL,Chile,Beef and veal,Producer price,2020,3920784.143
CHL,Chile,Beef and veal,Producer price,2021,3677715.296
CHL,Chile,Beef and veal,Producer price,2022,3669799.952
CHL,Chile,Beef and veal,Producer price,2023,3591092.754
CHL,Chile,Beef and veal,Producer price,2024,3531083.088
CHL,Chile,Beef and veal,Producer price,2025,3522553.112
CHL,Chile,Beef and veal,Producer price,2026,3515180.896
CHL,Chile,Beef and veal,Producer price,2027,3504776.092
CHL,Chile,Beef and veal,Producer price,2028,3483968.038
CHL,Chile,Beef and veal,Producer price,2029,3464274.892
CHL,Chile,Beef and veal,Producer price,2030,3445609.614
CHL,Chile,Beef and veal,Human consumption per capita,1990,12.937
CHL,Chile,Beef and veal,Human consumption per capita,1991,12.533
CHL,Chile,Beef and veal,Human consumption per capita,1992,12.06
CHL,Chile,Beef and veal,Human consumption per capita,1993,13.539
CHL,Chile,Beef and veal,Human consumption per capita,1994,14.48
CHL,Chile,Beef and veal,Human consumption per capita,1995,15.74
CHL,Chile,Beef and veal,Human consumption per capita,1996,16.344
CHL,Chile,Beef and veal,Human consumption per capita,1997,17.371
CHL,Chile,Beef and veal,Human consumption per capita,1998,16.323
CHL,Chile,Beef and veal,Human consumption per capita,1999,15.314
CHL,Chile,Beef and veal,Human consumption per capita,2000,15.582
CHL,Chile,Beef and veal,Human consumption per capita,2001,12.527
CHL,Chile,Beef and veal,Human consumption per capita,2002,11.459
CHL,Chile,Beef and veal,Human consumption per capita,2003,15.558
CHL,Chile,Beef and veal,Human consumption per capita,2004,16.395
CHL,Chile,Beef and veal,Human consumption per capita,2005,17.415
CHL,Chile,Beef and veal,Human consumption per capita,2006,15.112
CHL,Chile,Beef and veal,Human consumption per capita,2007,13.834
CHL,Chile,Beef and veal,Human consumption per capita,2008,13.561
CHL,Chile,Beef and veal,Human consumption per capita,2009,11.131
CHL,Chile,Beef and veal,Human consumption per capita,2010,13.998
CHL,Chile,Beef and veal,Human consumption per capita,2011,14.056
CHL,Chile,Beef and veal,Human consumption per capita,2012,14.619
CHL,Chile,Beef and veal,Human consumption per capita,2013,17.051
CHL,Chile,Beef and veal,Human consumption per capita,2014,17.46
CHL,Chile,Beef and veal,Human consumption per capita,2015,17.239
CHL,Chile,Beef and veal,Human consumption per capita,2016,18.536
CHL,Chile,Beef and veal,Human consumption per capita,2017,17.152
CHL,Chile,Beef and veal,Human consumption per capita,2018,18.139
CHL,Chile,Beef and veal,Human consumption per capita,2019,19.271
CHL,Chile,Beef and veal,Human consumption per capita,2020,19.195
CHL,Chile,Beef and veal,Human consumption per capita,2021,19.367
CHL,Chile,Beef and veal,Human consumption per capita,2022,19.532
CHL,Chile,Beef and veal,Human consumption per capita,2023,19.718
CHL,Chile,Beef and veal,Human consumption per capita,2024,19.909
CHL,Chile,Beef and veal,Human consumption per capita,2025,20.093
CHL,Chile,Beef and veal,Human consumption per capita,2026,20.271
CHL,Chile,Beef and veal,Human consumption per capita,2027,20.451
CHL,Chile,Beef and veal,Human consumption per capita,2028,20.634
CHL,Chile,Beef and veal,Human consumption per capita,2029,20.816
CHL,Chile,Beef and veal,Human consumption per capita,2030,20.994
CHL,Chile,Beef and veal,Direct GHG emission,1990,4.197
CHL,Chile,Beef and veal,Direct GHG emission,1991,4.195
CHL,Chile,Beef and veal,Direct GHG emission,1992,4.234
CHL,Chile,Beef and veal,Direct GHG emission,1993,4.292
CHL,Chile,Beef and veal,Direct GHG emission,1994,4.305
CHL,Chile,Beef and veal,Direct GHG emission,1995,4.174
CHL,Chile,Beef and veal,Direct GHG emission,1996,4.186
CHL,Chile,Beef and veal,Direct GHG emission,1997,4.341
CHL,Chile,Beef and veal,Direct GHG emission,1998,4.391
CHL,Chile,Beef and veal,Direct GHG emission,1999,4.456
CHL,Chile,Beef and veal,Direct GHG emission,2000,4.573
CHL,Chile,Beef and veal,Direct GHG emission,2001,4.658
CHL,Chile,Beef and veal,Direct GHG emission,2002,4.778
CHL,Chile,Beef and veal,Direct GHG emission,2003,4.966
CHL,Chile,Beef and veal,Direct GHG emission,2004,5.223
CHL,Chile,Beef and veal,Direct GHG emission,2005,5.402
CHL,Chile,Beef and veal,Direct GHG emission,2006,5.468
CHL,Chile,Beef and veal,Direct GHG emission,2007,5.414
CHL,Chile,Beef and veal,Direct GHG emission,2008,5.617
CHL,Chile,Beef and veal,Direct GHG emission,2009,5.807
CHL,Chile,Beef and veal,Direct GHG emission,2010,5.552
CHL,Chile,Beef and veal,Direct GHG emission,2011,5.227
CHL,Chile,Beef and veal,Direct GHG emission,2012,4.995
CHL,Chile,Beef and veal,Direct GHG emission,2013,3.83
CHL,Chile,Beef and veal,Direct GHG emission,2014,3.644
CHL,Chile,Beef and veal,Direct GHG emission,2015,3.306
CHL,Chile,Beef and veal,Direct GHG emission,2016,3.402
CHL,Chile,Beef and veal,Direct GHG emission,2017,3.937
CHL,Chile,Beef and veal,Direct GHG emission,2018,3.565
CHL,Chile,Beef and veal,Direct GHG emission,2019,3.759
CHL,Chile,Beef and veal,Direct GHG emission,2020,3.96
CHL,Chile,Beef and veal,Direct GHG emission,2021,3.877
CHL,Chile,Beef and veal,Direct GHG emission,2022,3.809
CHL,Chile,Beef and veal,Direct GHG emission,2023,3.743
CHL,Chile,Beef and veal,Direct GHG emission,2024,3.667
CHL,Chile,Beef and veal,Direct GHG emission,2025,3.585
CHL,Chile,Beef and veal,Direct GHG emission,2026,3.507
CHL,Chile,Beef and veal,Direct GHG emission,2027,3.435
CHL,Chile,Beef and veal,Direct GHG emission,2028,3.365
CHL,Chile,Beef and veal,Direct GHG emission,2029,3.292
CHL,Chile,Beef and veal,Direct GHG emission,2030,3.218
COL,Colombia,Beef and veal,Production,1990,746.225
COL,Colombia,Beef and veal,Production,1991,721.799
COL,Colombia,Beef and veal,Production,1992,604.896
COL,Colombia,Beef and veal,Production,1993,601.722
COL,Colombia,Beef and veal,Production,1994,632.159
COL,Colombia,Beef and veal,Production,1995,705.419
COL,Colombia,Beef and veal,Production,1996,724.373
COL,Colombia,Beef and veal,Production,1997,765.395
COL,Colombia,Beef and veal,Production,1998,793.262
COL,Colombia,Beef and veal,Production,1999,717.12
COL,Colombia,Beef and veal,Production,2000,744.965
COL,Colombia,Beef and veal,Production,2001,701.432
